name,sex,number
Elena Beatrice Giorgia,F,1
Giovannella,F,1
Flaminia Lucrezia Lorenza Berenice,F,1
Oscar Umberto,M,1
Angiolina Maria Befonia,F,1
Anna Paola Sandra,F,1
Alessia Antonietta,F,1
Lilia Stefania Maria,F,1
Roberta Maria Simona,F,1
Doretta Anna Maria,F,1
Giuseppe Olindo,M,1
Anna Maria Delfina,F,1
Blagojche,M,1
Simina Cristina,F,1
Edoardo Nicola,M,1
Carlos,M,1
Maria Delfina,F,1
Najette,F,1
Daniela Renza,F,1
Angelo Raffaele,M,1
Trifan,M,1
Maris,F,1
Geanina Regina,F,1
Vlad Stefan,M,1
Fiorella Kely,F,1
Marziana,F,1
Silvano Stefano,M,1
Barbara Maria,F,1
Gabriela Ines,F,1
Federica Veronica,F,1
Petronela Elena,F,1
Adele Roberta,F,1
Roberto Elio,M,1
Illeno,M,1
Pellumbesha,F,1
Michela Ninfa Chiara,F,1
Matilde Maria,F,1
Nathan Salvatore,M,1
Valter Amedeo,M,1
Giuseppa Maria,F,1
Gasparo,M,1
Rosanna Metilde,F,1
Fiorella Michelina,F,1
Giulio Cesare,M,1
Milena Margherita,F,1
Marian Alexandru,M,1
Es-sadia,F,1
Joseph Martin,M,1
Michelino Giuseppe,M,1
Rubi,F,1
Chibuike Emma,M,1
Roberto Pietro,M,1
Secondina Franca,F,1
Umberto Luca,M,1
Giuseppina Ferdinanda,F,1
Bartolo Giorgio Riccardo,M,1
Lorenzo Florenz Luigi,M,1
Dwayne Matthew,M,1
Ata Antonietta,F,1
Federico Giuseppe Eugenio,M,1
Sergio Mario,M,1
Bruno Elio,M,1
Omar Erik,M,1
Emanuele Maria,M,1
Melika,F,1
Bruna Maddalena,F,1
Dhimitri,M,1
Ilaria Chiara,F,1
Lina Maria,F,1
Jinheng,M,1
Roberta Marina,F,1
Silvia Elena Maria,F,1
Emanuela Angela,F,1
Maria Milena,F,1
Giovanni Silvano,M,1
Armenia,F,1
Heorhiy,M,1
Elisa Anna,F,1
Salvatore Vito Gianluca,M,1
Zhivka Yancheva,F,1
Cataleya,F,1
Futura,F,1
Elsonida,F,1
Qiaozhu,F,1
Jacopo Antonio,M,1
Maria Iole,F,1
Alessandro Italo Giovanni,M,1
Rosangela Margherita,F,1
Lidia Francesca,F,1
Gabriella Carla,F,1
Vilma Angiolina,F,1
Fabio Massimo Ugo,M,1
Giuliana Anna,F,1
Mario Pietro,M,1
Giorgio Attilio,M,1
Francesca Fernanda,F,1
Laura Elsa,F,1
Stefania Chiara,F,1
Graziella Maria Luisa,F,1
Prescilla,F,1
Alesandro,M,1
Mohamed Ikbal Ben Salem,M,1
Xhorxhio,M,1
Eulalia Vicentina,F,1
Lada,F,1
Alice Gaia,F,1
Basyouny Sabry Mohamed Shebl Awad,M,1
Ismaila,M,1
Claudiu Ionut,M,1
Violeta Gabriela,F,1
Faouzi Ben Mohamed,M,1
Xiangqiang Alessio,M,1
Pierina Cecilia,F,1
Maria Ioana,F,1
Marieta,F,1
Ieda Maria,F,1
Rita Maria Secondina,F,1
Marcellina Olga,F,1
Graziella Margherita,F,1
Gemma Ivana,F,1
Maria Enza,F,1
Claudio Vittorio,M,1
Roberto Imo,M,1
Marco Vincenzo,M,1
Carlo Vittorio,M,1
Emilian Costel,M,1
Silvana Gilda,F,1
Enrico Michelino,M,1
Asia Valentina,F,1
Wafae,F,1
Tommaso Antonio,M,1
Arnold,M,1
Ancuta Madalina,F,1
Ramon Oscar,M,1
Ryan Vincenzo,M,1
Piera Francesca,F,1
Petea,M,1
Adina Maria,F,1
Jinshui,M,1
Portia,F,1
Emanuel Elinda,F,1
Mirella Iole,F,1
Fikret,M,1
Valter Valentino,M,1
Jesse,M,1
Emiliano Giuseppe,M,1
Andrea Rosario Victoria,F,1
Katsiaryna,F,1
Giuseppe Cristoforo,M,1
Giancarlo Stefano Francesco,M,1
Marialuisa Giuseppina,F,1
Roel,M,1
Ernestina Daria,F,1
Claudino Antonio,M,1
Ethan Steve Jose',M,1
Armand Alexandru,M,1
Filippo Junior,M,1
Giovanni Cristian,M,1
Jonian,M,1
Filippo Lorenzo,M,1
Marcin Jacek,M,1
Ezio Ettore Attilio,M,1
Caridad Yanet,F,1
Giuditta Maria,F,1
Giacomo Ciro Mirko,M,1
Silvana Teresa,F,1
Lorenzo Filippo,M,1
Grazyna Maria,F,1
Laura Caterina Clara,F,1
Agathe,F,1
Rosemary Osezele,F,1
Iliano,M,1
Shpendi,M,1
Maria Carlotta,F,1
Magdalena Ecaterina,F,1
Anxhe,F,1
Gabriele Leonardo,M,1
Khuram,M,1
Rosa Maria Cristina,F,1
Gianpiero Luigi,M,1
Ester Lidia Isabella,F,1
Giancarlo Ernesto,M,1
Irma Giulia,F,1
Marina Alberta,F,1
Liberata Natalina,F,1
Piero Angelo Roberto,M,1
Monir,M,1
Franchina,F,1
Ornella Maria Ugolina,F,1
Klemend,M,1
Roberto Rinaldo,M,1
Yvonne Vanetta,F,1
Michelina Piera,F,1
Farhat,F,1
Giobatta,M,1
Eduard Valentin,M,1
Lujain,F,1
Dietor,M,1
Maria De Lourdes,F,1
Kimora,F,1
Arianna Manuela,F,1
Fabio Massimiliano,M,1
Sandun Kelum Kumara,M,1
Rigers,M,1
Claudia Elena,F,1
Tihomir,M,1
Vitale,M,1
Siro Antonio,M,1
Fadhel,M,1
Larissa,F,1
Michelino Claudio,M,1
Franca Palmira,F,1
Mauro Cesare,M,1
Patrizia Maria Caterina,F,1
Valter Renato,M,1
Teresa Maria Rosa,F,1
Rosella Camilla Luisa,F,1
Cinzia Giovanna Angioletta,F,1
Ionela Andreia,F,1
Festus Omoregbe,M,1
Can Can,F,1
Onyedika,M,1
Rares Petru,M,1
Teodorico,M,1
Costel Mircea,M,1
Italo Pasquale Antonio,M,1
Chlã³e,F,1
Domenico Luca,M,1
Fabrizio Alfonso,M,1
Mattia Luciano,M,1
Manuela Consuelo,F,1
Paola Teresa,F,1
Battista Giovanni,M,1
Pura,F,1
Luca Younes,M,1
Angela Pinuccia,F,1
Ersa,F,1
Takwa,F,1
Thongdee,F,1
Ornella Agostina Angela,F,1
Brunetta Marirosa,F,1
Florina Lenuta,F,1
Monica Attilia,F,1
Roberto Emilio Bartolomeo,M,1
Zhongmin,F,1
Isabella De La Caridad,F,1
Awatif,F,1
Sandra Ettorina,F,1
Alex Marius,M,1
Fiqerete,F,1
Cesare Primo,M,1
Ofelia,F,1
Abdi,M,1
Ida Caterina,F,1
Gian Domenico,M,1
Nuwan Prasanga Silva,M,1
Laureana Rosa,F,1
Carmela Angela,F,1
Rosa Emanuella,F,1
Francesca Andrea,F,1
Iose' Angela,F,1
Teresa Claudia,F,1
Pingmei,F,1
Henriqueta Andia Abubacar,F,1
Aying,F,1
Abiodun,M,1
Rozarta,F,1
Chesney Roberto,M,1
Edoardo Karol,M,1
Rosalba Teresa,F,1
Dije,F,1
Xue,F,1
Saverio Antonio,M,1
Ninfa Calogera,F,1
Isoken,F,1
Lucica,F,1
Daoda,M,1
Pier Claudio,M,1
Teresa Antonia,F,1
Sueira,F,1
Lorenza Elena,F,1
Paola Marcella,F,1
Abdessattar,M,1
Maurizio Cesare Corrado,M,1
Davide Bernardo,M,1
Kaies,M,1
Alieu,M,1
Adelaide Maria,F,1
Esterina Anna Maria,F,1
Ionni Paolo,M,1
Maura Renata,F,1
Anna Maria Loredana,F,1
Annarita Franca,F,1
Donatella Maria Grazia,F,1
Stefano Enzo,M,1
Clemente Elis,M,1
Giuliana Albertina,F,1
Paola Giulia,F,1
Teresa Rosa,F,1
Paola Irene Margherita,F,1
Mirushe,F,1
Zuleika,F,1
Rosilde,F,1
Giuseppe Mimmo Samuele,M,1
Zuzong,M,1
Evguenia,F,1
Eduina,F,1
Luigi Romano,M,1
Djibi,M,1
Tabatha,F,1
Geraldina,F,1
Eshak Naeim Israeil,M,1
Lorenzo Angelo,M,1
Pier Carlo Fiorello,M,1
Andrea Albino,M,1
Amedeo Gilberto,M,1
Konxhe,F,1
Danushe,F,1
Gabriella Silvia,F,1
Pietro Giorgio,M,1
Mariantonella,F,1
Tommy,M,1
Maggie,F,1
Fiorella Giovannina,F,1
Lucietta,F,1
Enerjeta,F,1
Nicole Giancarla,F,1
Dante Giorgio,M,1
Emerenciana,F,1
Abdelhalim,M,1
Antonella Marialuigia,F,1
Rosa Emilia,F,1
Maddalena Agnese,F,1
Angela Natascia,F,1
Enio,M,1
Enrico Mario,M,1
Lisa Francesca,F,1
Agostino Joele,M,1
Flourish Izevbokun,F,1
Giancarlo Mauro,M,1
Eliandro Pedro,M,1
Dorina Adriana,F,1
Sinisa,M,1
Patricia Altagracia,F,1
Elison Helena,F,1
Lucrezia Anna,F,1
Alyssa,F,1
Liqiu,F,1
Imen,F,1
Gianleonardo,M,1
Marinella Bianca,F,1
Ellida Enza,F,1
Domenico Luigi,M,1
Lilino,M,1
Gledia,F,1
Andrea Massimiliano,M,1
Oana Cosmina,F,1
Antonina Amelia,F,1
Emer,M,1
Giuliana Maria,F,1
Aurora Beatrice,F,1
Yinuo,M,1
Emma Nicole,F,1
Graziella Carla,F,1
Haziz,M,1
Maria Georgievna,F,1
Jovie Mar,F,1
Benito Vittorio,M,1
Francesca Bianca Angela,F,1
Sandro Carlo,M,1
Elio Franco,M,1
Mirjan,M,1
Isolina Lidia,F,1
Luca Salvatore,M,1
Gjada,F,1
Sabrie,F,1
Enverije,F,1
Matilde Ioana,F,1
Alin George,M,1
Laura Carla Ersilia,F,1
Valentina Giovanna,F,1
Xhile,F,1
Ileana Maria,F,1
Donatella Giovanna,F,1
Yumak,M,1
Tori,M,1
Abde Rahmen,M,1
Noree Lyn,F,1
Jia Xuan Cristina,F,1
Iliaz,M,1
Doratea,F,1
Mario Giovanni Enrico,M,1
Simone Francesco,M,1
Maria Itria,F,1
Oneida,F,1
Roshan Sampath Garusinghe,M,1
Angioletta Susanna,F,1
Diusbel Deisy,F,1
Laurentiu Marian,M,1
Lorenzo Constantin,M,1
Giulio Emilio,M,1
Daniela Elisabetta,F,1
Sansone,M,1
Marinella Silvana,F,1
Elisabetta Gabriella,F,1
Cleide,F,1
Adriano Paolo,M,1
Amadou Bamba,M,1
Ninfa Rita,F,1
Norma Teresa,F,1
Matteo Giovanni,M,1
Vicente Gianni,M,1
Giovanni Neymar,M,1
Shqype,F,1
Doriol,M,1
Francina,F,1
Abdullahi,M,1
Maria Lisa,F,1
Jessica Miriana,F,1
Gigliola Anna,F,1
Anna Ewa,F,1
Amir Mohamed Moustafa,M,1
Fabrizio Angelo,M,1
Jiancui,M,1
Fabjana,F,1
Seconda,F,1
Carlo Domenico,M,1
Nicoletta Rosa,F,1
Sonny Francesco,M,1
Mihaela Gabriela,F,1
Mario Arnaldo Agostino,M,1
Jeremiah,M,1
Enea,F,1
Ornella Giovanna,F,1
Mariaclara,F,1
Ermanna Graziella,F,1
Andrea Attilio,M,1
Imelda Caterina,F,1
Laura Giuseppina,F,1
Margerite,F,1
Delcho,M,1
Cesare Ulderico,M,1
Giuseppina Luigia Teresa,F,1
Ismel,M,1
Vincenzo Graziano,M,1
Federica Marisanna Palmira,F,1
Marco Milo,M,1
Nicolo' Christian,M,1
Angel Michael,M,1
Alberto Fabio,M,1
Genti,M,1
Ginevra Giulia,F,1
Neymar,M,1
Milena Giuseppina,F,1
Marcellino Giuseppe,M,1
Ambela,F,1
Rosaria Rita,F,1
Felicetta,F,1
Silvano Giuseppe Italo,M,1
Mademba,M,1
Artil,M,1
Silvana Akwaowo,F,1
Chiarella,F,1
Antonino Calogero,M,1
Imad Saber Hussein,M,1
Mejte,F,1
Giuseppe Guglielmo,M,1
Braima,M,1
Maria Teresa Emilia,F,1
Carlo Andrea,M,1
Abourahamane,M,1
Alessio Valerio,M,1
Diego Martin,M,1
Alessandro Ottavio,M,1
Rinaldo Michele,M,1
Constantin Iulian,M,1
Saoussen,F,1
Guido Maria,M,1
Valeria Paola,F,1
Giovanni Primo,M,1
Marco Emmanuel,M,1
Verka,F,1
Rinuccia,F,1
Youssouf,M,1
Domenica Valeria,F,1
Richie Efe,M,1
Regina Selena,F,1
Xiao,M,1
Maria Clotilde Elisabetta,F,1
Hugo Luis,M,1
Rosina Immacolata,F,1
Valter Enzo,M,1
Patrizia Delfina,F,1
Nicolas Giovanni,M,1
Robert Matei,M,1
Gianfredo,M,1
Provvidenza Emilia,F,1
Rossana Michela,F,1
Federica Chiara,F,1
Adriano Enea,M,1
Ada Anyelina,F,1
Jacopo Diego,M,1
Viola Lina,F,1
Cesare Muzio Giuliano,M,1
Rozalia Adina,F,1
Gilfredo,M,1
Zahide,F,1
Franca Clara,F,1
Rosa Angela Maria Teresa,F,1
Teresa Edvige,F,1
Martine,F,1
Elloh Francois D'assises,M,1
Nicolo' Vittorio,M,1
Ofelia Nicoleta,F,1
Kadidia,F,1
Fowzia,F,1
Alba Grazia,F,1
Carla Metilde,F,1
Robert Gabriele,M,1
Cyrielle,F,1
Roberto Guido,M,1
Cristina Iuliana,F,1
Simone Rosario,M,1
Eugenio Luigi,M,1
Giorgio Pierlorenzo,M,1
Marisa Celeste,F,1
Edgar,M,1
Elisabetta Luciana,F,1
Lumnije,F,1
Juron,M,1
Aviana,F,1
Habib,M,1
Pasqualina Maria Nicoletta,F,1
Valter Teresio Giuseppe,M,1
Yulan,F,1
Giulia Gabriella,F,1
Junyi,F,1
Mounia,F,1
Kliti,M,1
Manuel Eutimio,M,1
Vincenzina Luciana,F,1
Annunziata Francesca,F,1
Paola Valentina,F,1
Nusayba,F,1
Isabela,F,1
Elsa Pelagia Clara,F,1
Gianfranco Carlo,M,1
Giancarlo Maria Giulio,M,1
Claudio Eligio,M,1
Abdalla Ismaeil Hassan,M,1
Xueli,F,1
Marco Suyanto,M,1
Audoleone,M,1
Rachele Greta,F,1
Cristian Daniel,M,1
Saul Darius,M,1
Roberto Michele,M,1
Alessandro Mario,M,1
Erlind,M,1
Ioana Malina,F,1
Yaye Fatou,F,1
Rushit,M,1
Debora Carina,F,1
Mariella Giovanna,F,1
Fuat,M,1
Cesare Giulio Maria,M,1
Eljan,M,1
Antonina Franca,F,1
Nicole Ioana,F,1
Domenico Danilo,M,1
Brunella Rina,F,1
Lesina,F,1
Ileana Laura,F,1
Antony Maverik,M,1
Franco Nicola Giovanni,M,1
Renzo Ampelio,M,1
Bentley Barone,M,1
Sara Samantha,F,1
Gideon Awimbono,M,1
Redento,M,1
Luigia Paola,F,1
Zoge,F,1
George Marian,M,1
Gian Carla Ida,F,1
Roberto Armando Luigi,M,1
Namkhang,F,1
Maria Elise,F,1
Filippo Aron,M,1
Demjan,M,1
Lesjana,F,1
Wasana,F,1
Yaqueline Pilar,F,1
Rita Felix,F,1
Gebriel Mahmud,M,1
Moris,M,1
Rosalba Giuseppina,F,1
Honme,F,1
Giuseppe Attilio,M,1
Maura Maria Angela,F,1
Paola Luisa,F,1
Chanel Chioma,F,1
Ana Luiza,F,1
Yuliya Vasylivna,F,1
Arianna Paola,F,1
Mariam Makan,F,1
Cynthia,F,1
Oana-nicoleta,F,1
Bruno Carlo,M,1
Agnese Patrizia,F,1
Desiderato,M,1
Nicole Berenice,F,1
Marina Franca,F,1
Ismete,F,1
Emmanuel Calogero,M,1
Annibale Giovanni,M,1
Giuseppina Gerarda,F,1
Fanica,F,1
Ajka,F,1
Daniela Petruta,F,1
Hanming,M,1
Atilla,M,1
Renato Mario,M,1
Massimo Ambrogio,M,1
Vitalii,M,1
Stiliano,M,1
Antimo,M,1
Luis Matteo,M,1
Giuseppina Rosella Piera,F,1
Matilde Antonia,F,1
Aldrich,M,1
Andrea Tullio,M,1
Pasquale Gianfranco,M,1
Lionel Paul Alain,M,1
Jakup,M,1
Lauretta Adriana,F,1
Andrea Thomas,M,1
Florencia Manuela,F,1
Hajrudin,M,1
Onofrio Salvatore,M,1
Arjana,F,1
Ignazio Maikol,M,1
Michele Natalino,M,1
Massimo Nicola,M,1
Mario Remo,M,1
Lauretta Barbara Angela,F,1
Maria Ewa,F,1
Alexandra Florina,F,1
Yaismara,F,1
Flor De Maria Mercedes,F,1
Anna Palma,F,1
Paolo Adelmo,M,1
Ledineda,F,1
Alessandra Vittoria,F,1
Salvatore Daniele,M,1
Elena Vanda,F,1
Aleardo,M,1
Ndrec,M,1
Elena Nazrawit,F,1
Andrea Teresa,F,1
Gabriele Elia,M,1
Saimon,M,1
Marcella Gina,F,1
Astou,F,1
Prospar,M,1
Qin Qin,F,1
Biagio Salvatore Sergio,M,1
Sultania,F,1
Andrea Oscar,M,1
Venturina,F,1
Nella Anna Maria,F,1
Zaynab,F,1
Abdelkebir,M,1
Gianna Beppina,F,1
Sophie Alice,F,1
Camilla Francesca,F,1
Chidi,M,1
Simona Alina,F,1
Lasindu Gayaanthika Jayasinghe,F,1
Neri,M,1
Miriam Fontina,F,1
Carlo Giovanni,M,1
Franco Adolfo,M,1
Samuele Antonio,M,1
Sandra Rita,F,1
Ibra,M,1
Nella Enrica Pierina,F,1
Hippolyte Mario,M,1
Mariella Carmela,F,1
Alfonsa Maria,F,1
Alessandro Ermanno,M,1
Zaim,M,1
Martha Ines,F,1
Jose,F,1
Enea Enrico Filippo,M,1
Emmanuel Chinedu,M,1
Tiziana Rossella,F,1
Edoardo Antioco,M,1
Maria Albina,F,1
Besjana,F,1
Rahima,F,1
Vitangelo,M,1
Danilo Domenico,M,1
Julind,M,1
Ithan Valentino,M,1
Efisio,M,1
Henrj,M,1
Mihai Andrei,M,1
Pasquina Giovanna,F,1
Fiorentina Eugenia Elisabetta,F,1
Giselda Adriana,F,1
Grei,M,1
Konouz,F,1
Bogdan Claudiu,M,1
Bessi,M,1
Gaia Luna,F,1
Denard,M,1
Hermann,M,1
Roberto Giandomenico,M,1
Igor Alessandro,M,1
Cuper,M,1
Palma Ylenia,F,1
Gianluigi Secondo,M,1
Joey,F,1
Cesar,M,1
Ferruccio Giovanni,M,1
Essadia,F,1
Conni,F,1
Sara Olimpia,F,1
Dragos Ionut,M,1
Sabrin,F,1
Ana Nicoleta,F,1
Hamza Ahmed,M,1
Hui Serena,F,1
Nicolina Mirella,F,1
Jonathan Massimiliano,M,1
Luigino Carmelino,M,1
Natasha De Jesus,F,1
Yuna,F,1
Lorenza Olimpia,F,1
Marina Emanuela,F,1
Horia,M,1
Jo Ann Sabrina,F,1
Piero Ernesto,M,1
Talel,M,1
Annie Marie,F,1
Yordan Dinchev,M,1
Valeria Andrea,F,1
Mihindukulasuriya Sithushi Hansima,F,1
Daniella,F,1
Angela Paola,F,1
Rongxing,M,1
Piermarco,M,1
Paolo Felice Ottavio,M,1
Nicolo' Francesco,M,1
Barwaaqo,F,1
Stefano Tafa',M,1
Eleazaro,M,1
Lubna,F,1
Nancy Miriam,F,1
Amedeo Ettore,M,1
Luca Enrico,M,1
Porzia,F,1
Marion,M,1
Kune,F,1
Maridea,F,1
Alberto Stefano Mario,M,1
Gianluca Manlio,M,1
Antonella Enza,F,1
Carmela Bianca,F,1
Maria Medaly,F,1
Xhevair,M,1
Abdur,M,1
Marylin,F,1
Iris,M,1
Bruna Graziella,F,1
Cesario Carmine,M,1
Luigia Assunta,F,1
Ercole Piero,M,1
Bladis,M,1
Ouais,M,1
Eufrosina,F,1
Radimir,M,1
Ulisses,M,1
Yafreisy,F,1
Swarnalatha,F,1
Gerarda Maria Donata,F,1
Ernestina Maria Grazia,F,1
Gabriele Dario,M,1
Lorenzo Raffaele,M,1
Yahia,M,1
Aurelia Lavinia,F,1
Fiorella Ida,F,1
Claudio Hernan,M,1
Anca-madalina,F,1
Secondo Domenico,M,1
Ljda,F,1
Elide Angela,F,1
Caterina Renata,F,1
Giancarla Luigia Regina,F,1
Federico Paolo,M,1
Darjel,M,1
Valter Attilio Giovanni,M,1
Nefertity,F,1
Abdelmjid,M,1
Stojance,M,1
Mohammad Taghi,M,1
Yarno,M,1
Soleil,F,1
Bianca-mariana,F,1
Paola Alessia,F,1
Allal,M,1
Ornella Carolina,F,1
Engel Soneri,M,1
Ornella Bruna,F,1
Autilia,F,1
Angiolina Lucia,F,1
Ornella Giuliana,F,1
Patrizia Loredana,F,1
Jak,M,1
Loredana Lina,F,1
Prassede Loredana,F,1
Teresita Elena,F,1
Maria Angela Elsa,F,1
Ornella Adele Virginia,F,1
Pumin,M,1
Farah Francesca,F,1
Landing,M,1
Daniel Azuayi,M,1
Marina Maria Grazia,F,1
Yong,M,1
Burbuqe,F,1
Catena Lina,F,1
Oretta,F,1
Valter Giorgio,M,1
Katia Aurelia,F,1
Arbian,M,1
Cristiano Francesco,M,1
Jia Qi,M,1
Qasim Khan,M,1
Viorica Georgiana,F,1
Hagie,M,1
Gledisa,F,1
Pasquala,F,1
Ornella Cristina,F,1
Giovanni Lorenzo,M,1
Silvia Erika,F,1
Valeria Irene,F,1
Cherubino,M,1
Jaqueline Altagracia De Los Angeles,F,1
Roberto Omon,M,1
Suanel,F,1
Adina Adriana,F,1
Carmelo Luca,M,1
Aurora Destiny,F,1
Amalia Marisa,F,1
Maricla,F,1
Ylfete,F,1
Dzemilje,F,1
Giordana Carlotta,F,1
Carlo Francesco Giuseppe,M,1
Mirsha Alex,M,1
Ulrica,F,1
Maria Luisa Angela Teresa,F,1
Maddalena Maria Luisa,F,1
Agnes,F,1
Raul Madalin,M,1
Massimo Domenico,M,1
Lucian Ionut,M,1
Linda Azzurra,F,1
Mara Rita,F,1
Pietro Ernesto Giuseppe,M,1
Rosina Maria,F,1
Chi Odje Lydia Roberine,F,1
Valter Oscar,M,1
Francesca Aurora,F,1
Panaiotis,M,1
Roberto Carlo Alfredo,M,1
Graziella Maddalena,F,1
Letterio,M,1
Osakpolor,M,1
Milagros Estefany,F,1
Cristina Beatrice,F,1
Klaudjan,M,1
Xhevahire,F,1
Nina Vassilievna,F,1
Asia Nirvana,F,1
Qingtao,M,1
Mario Fulvio,M,1
Domenica Giovanna,F,1
Vanni,M,1
Nuris Manuela,F,1
Nihad,F,1
Yusef Gabriel,M,1
Valentina Eleonora Armanda,F,1
Franco Adriano,M,1
Armend,M,1
Noelia Desire'e,F,1
Anna Margherita,F,1
Lucia Teresa,F,1
Gianluigi Siro,M,1
Luca Matteo,M,1
Alberto Valerio,M,1
Meghi,F,1
Alice Paola,F,1
Kryssel,F,1
Btisam,F,1
Luna Paloma,F,1
Rahman,M,1
Lorenzo Alberto Emilio,M,1
Maria Iose',F,1
Julia,F,1
Manuel Luigi,M,1
Doruta,F,1
Piera Luisa,F,1
Carla Ercolina,F,1
Geraldynne Medalyn,F,1
Erich,M,1
Marieme,F,1
Edna Rosa Margherita,F,1
Paola Matilde,F,1
Silvester,M,1
Lishuang,F,1
Nahed Shohdy Hafzallah,F,1
Djakohi Patricia,F,1
Mame Asta,F,1
Isabella Aron,F,1
Giuliana Claudia,F,1
Giovanni Denis,M,1
Giuseppina Ernestina Secondina,F,1
Paskualina,F,1
Dorin,M,1
Camelia Alexandra,F,1
Rezeart,M,1
Hasnija,F,1
Salvatore Roberto,M,1
Lorenza Nella,F,1
Silvia Annetta,F,1
Hope,F,1
Giovanni Battista Eugenio,M,1
Azeddine,M,1
Ibrahim Ayinde,M,1
Romany Adel Faltas,M,1
Yevgeniya,F,1
Gaetano Egidio,M,1
Riccardo Renzo,M,1
Victoria Ubong,F,1
Aura Francesca,F,1
Mohamed Alessandro,M,1
Salvatore Renato,M,1
Arbane,F,1
Blessing Uwem,F,1
Chenrui,M,1
Filippo Cesare Augusto,M,1
Kenyi Cristian,M,1
Fruko,M,1
Donatella Giuseppina Riccarda,F,1
Aldo Mario,M,1
Claudio Adolfo,M,1
Clivia,F,1
Katrine,F,1
Achille Giuseppe,M,1
Rosaly,F,1
Francesco Cateno,M,1
Maria Guillerma,F,1
Raffaele Mario,M,1
Ilvana,F,1
Izeir,M,1
Toty,F,1
Iasmine Alessia,F,1
Andreea Madalina,F,1
Eufimia,F,1
Luciana Mary,F,1
Eleonora Chiara,F,1
Linxuan,M,1
Amorino,M,1
Nayette,F,1
Khawla,F,1
Stefano Aaron Lorenzo,M,1
Aurelia Ramona,F,1
Rosalia Emma,F,1
M'hamed,M,1
Vincenzo Girolamo,M,1
Drite,F,1
Prosper Esosa,M,1
Evasina,F,1
Loris Mattia,M,1
Carlino Fortunato,M,1
Anca-elida,F,1
Laura Maria Cristina,F,1
Catterina Carla,F,1
Dorella Maria Adele,F,1
Giovanni Battista Attilio,M,1
Angelo Ettore,M,1
Pier Paolo Federico,M,1
Lorenzo Kevin,M,1
Gustavo Teodoro,M,1
Djoko,M,1
Viktoryia,F,1
Domenico Sebastiano Antonio,M,1
Miranda Enza Carla,F,1
Vanessa Carmelina Jose',F,1
Jacopo Daniele,M,1
Faustino Diego,M,1
Virginia Amelia,F,1
Mouhcine,M,1
Izara,F,1
Giacomo Silvano,M,1
Chorouk,F,1
Rawan,F,1
Fabrizio Aldo,M,1
Gian Carlo Giuseppe,M,1
Henry Stalyn,M,1
Umberto Carlo,M,1
Wanna,F,1
Elinor Deborah,F,1
Robert Andrei,M,1
Riccardo Evasio,M,1
Domenica Rosa Fortunata,F,1
Gavina Anna Paola,F,1
Davide Aldo,M,1
Stanica,F,1
Ferdjos,M,1
Marina Giovanna,F,1
Daiana Maria,F,1
Kelvin Richmond,M,1
Francescantonio,M,1
Marijke,F,1
Denis Fredevich,M,1
Nouara,F,1
Carmine Carlo,M,1
Christian Lister,M,1
Genni,F,1
Nadia Alessandra,F,1
Gabriella Lucia,F,1
Franco Alessio,M,1
Isabella Romana,F,1
Horgito,M,1
Larisa Ioana,F,1
Ramona Del Carmen,F,1
Lorella Cristina,F,1
Brigidina Laura,F,1
Fatjan,M,1
Youssoupha,M,1
Milena Assunta,F,1
Franklin,M,1
Nadjet,F,1
Kseniia,F,1
Kevin Egbe,M,1
Margherita Teresina,F,1
Vinicius,M,1
Adrian Carlos,M,1
Ibtissame,F,1
Armanda Giovanna,F,1
Alessandra Eleonora,F,1
Suiwen,F,1
Francesca Maria Teresa,F,1
Carla Adriana,F,1
Ombretta Franca,F,1
Alfredina,F,1
Franca Savina,F,1
Emanuele Giuseppe,M,1
Annika,F,1
Eno,M,1
Davide Calogero,M,1
Ombretta Maria,F,1
Sabri,M,1
Giulia Ivana,F,1
Ezio Sebastiano Biagio,M,1
Jgor,M,1
Candida Luisella,F,1
Gioele Abanoub Fouad Kamel,M,1
Zahir,M,1
Maria Florica,F,1
Armandi,M,1
Silbia Eugenia,F,1
Donatantonio,M,1
Tiziana Maria Antonietta,F,1
Silvana Franca Augusta,F,1
Riccardina,F,1
Vienda,F,1
Ana Cecilia,F,1
Costin,M,1
Rossana Giuseppina Eugenia,F,1
Enerina,F,1
Desyan,M,1
Umberto Emanuele,M,1
Silvia Patricia,F,1
Daniel Florin,M,1
Chadia,F,1
Vito Gerardo,M,1
Xhavit,M,1
Monica Alma,F,1
Fabbrizio,M,1
Nella Paola,F,1
Onella,F,1
Vittoria Ines,F,1
Wilma Daniela,F,1
Haris,M,1
Alina Beatrice,F,1
Rocco Cono,M,1
Cesar Hugo,M,1
Rosilene,F,1
Xhavid,M,1
Neroida,F,1
Elena Renata,F,1
Nikolay,M,1
Samuele Santo,M,1
Meriama,F,1
Beatrice Elena,F,1
Nicolas Leonardo,M,1
Gianni Jiayi,M,1
Besije,F,1
Josette Laure,F,1
Annamaria Luisa,F,1
Bernardette,F,1
Marinella Rita,F,1
Silvana Enrica,F,1
Shkendi,F,1
Brigita,F,1
Cenik,M,1
Loida Carlixta,F,1
Massimo Dante,M,1
Anna Maria Innocenza,F,1
Fausto Attilio Maria,M,1
Rocco Giuseppe,M,1
Gianluigi Giuseppe,M,1
Vitina Maria,F,1
Cosmina Mariana,F,1
Athanasios,M,1
